id,accommodates,bathrooms,bedrooms,price,cleaning_fee,security_deposit,extra_people,guests_included,distance,size,host_has_profile_pic,host_response_time,host_response_rate,host_is_superhost,number_of_reviews,review_scores_rating,neighbourhood_group_cleansed,longitude,latitude,property_type,room_type,bed_type,minimum_nights,instant_bookable,is_business_travel_ready,geometry
6920313,2,1.0,0,79,20,200,15,2,5.92116431,67.58926321,t,0.0,100.0,0,34,99.0,Lichtenberg,13.49054679,52.51122159,0,1,Real Bed,3,1,f,POINT (13.49054679457805 52.51122159425347)
6924399,2,1.0,1,69,20,200,10,1,2.398475249,64.04111317,t,0.0,100.0,0,51,98.0,Friedrichshain-Kreuzberg,13.43866944,52.49786821,0,0,Real Bed,2,1,f,POINT (13.43866944187288 52.4978682114609)
6927246,2,1.0,1,50,0,0,0,1,16.13283361,43.88971743,t,NaN,NaN,1,0,NaN,Treptow - Köpenick,13.62324877,52.44583996,0,1,Real Bed,2,1,f,POINT (13.62324877164775 52.44583996451206)
6927351,2,1.0,1,25,0,300,0,1,1.345803685,10.0,t,NaN,NaN,1,1,80.0,Friedrichshain-Kreuzberg,13.42370353,52.5005317,0,0,Real Bed,6,1,f,POINT (13.42370353312067 52.50053169671185)
6929355,2,1.0,1,55,0,300,0,1,6.031826282,60.0,t,NaN,NaN,1,2,100.0,Tempelhof - Schöneberg,13.32713662,52.47552827,0,1,Real Bed,3,1,f,POINT (13.32713662055699 52.47552826568354)
6930105,2,1.0,1,65,30,0,0,1,1.912013869,58.95025595,t,NaN,NaN,1,1,100.0,Friedrichshain-Kreuzberg,13.42073492,52.48885216,0,1,Real Bed,4,1,f,POINT (13.42073492131427 52.488852161323)
6931606,2,1.0,1,40,20,0,10,1,3.499442242,35.0,t,NaN,NaN,1,6,93.0,Pankow,13.42333946,52.53200649,0,0,Real Bed,10,0,f,POINT (13.42333945651487 52.53200649176508)
6931661,3,1.0,1,50,0,100,15,3,5.596950189,55.0,t,NaN,NaN,1,8,83.0,Pankow,13.40163405,52.55308872,0,1,Real Bed,3,1,f,POINT (13.40163404968166 52.55308872344396)
6931871,3,1.0,1,30,10,0,0,1,6.031587874,45.45628071,t,NaN,NaN,1,0,NaN,Lichtenberg,13.49194813,52.51214199,1,0,Real Bed,2,1,f,POINT (13.49194813184389 52.51214198565986)
6932795,4,1.0,1,50,35,0,15,1,8.980497574,15.0,t,0.0,100.0,1,109,93.0,Marzahn - Hellersdorf,13.53403967,52.51936498,21,1,Real Bed,2,0,f,POINT (13.5340396742228 52.51936497847409)
6932886,2,1.0,1,60,0,0,0,1,2.264351833,100.0,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.43666582,52.50761102,0,1,Real Bed,1,1,f,POINT (13.43666582144821 52.50761102443594)
6936087,2,0.5,1,39,9,100,15,1,5.767957408,20.0,t,1.0,100.0,0,162,99.0,Mitte,13.33551737,52.53353001,0,0,Real Bed,1,1,f,POINT (13.3355173709164 52.53353001306957)
6936725,2,1.0,1,45,0,0,0,1,3.153589684,47.9596222,t,NaN,NaN,1,1,80.0,Neukölln,13.41928153,52.47595182,0,1,Real Bed,7,1,f,POINT (13.41928153310389 52.47595181665127)
6936967,2,1.0,1,69,15,0,0,1,4.183526886,57.14374116,t,2.0,100.0,1,6,93.0,Pankow,13.41967126,52.5391991,0,0,Real Bed,2,1,f,POINT (13.41967125542893 52.53919910268633)
6938218,2,1.0,1,76,18,200,0,1,3.010931943,60.9498585,t,NaN,NaN,1,3,100.0,Treptow - Köpenick,13.44394847,52.49066858,0,1,Real Bed,4,1,f,POINT (13.44394846825698 52.49066858446695)
6942459,2,1.0,1,40,30,0,15,2,3.20436577,57.21945328,t,NaN,NaN,1,0,NaN,Tempelhof - Schöneberg,13.35801818,52.49635959,0,1,Real Bed,7,1,f,POINT (13.35801817829003 52.496359593901)
6942900,4,1.0,2,45,30,1500,15,1,14.83905311,10.0,t,NaN,NaN,1,6,76.0,Spandau,13.20771025,52.56216825,0,1,Real Bed,1,1,f,POINT (13.20771025109205 52.5621682513211)
6942968,2,1.0,1,65,30,0,0,1,3.174273018,58.40139583,t,NaN,NaN,1,11,98.0,Mitte,13.39417372,52.53066948,0,0,Real Bed,6,1,f,POINT (13.39417372389786 52.53066948177107)
6944446,2,1.0,1,31,0,600,0,1,4.352454854,45.06392495,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.46711054,52.51079876,0,1,Real Bed,27,1,f,POINT (13.46711053869674 52.51079876022679)
6947885,4,1.0,0,50,0,0,0,1,12.26823191,30.0,t,NaN,NaN,1,0,NaN,Reinickendorf,13.28837567,52.58771533,0,1,Real Bed,1,1,f,POINT (13.28837567428562 52.5877153308702)
6947938,1,1.0,1,25,0,0,0,1,2.812280951,60.0,t,NaN,NaN,1,0,NaN,Treptow - Köpenick,13.44137739,52.49153256,0,0,Couch,2,1,f,POINT (13.44137739409878 52.49153255588303)
6948066,3,1.0,1,40,0,0,0,1,1.839760831,49.04132137,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.42971788,52.49713842,0,1,Real Bed,1,0,f,POINT (13.42971787684977 52.49713841893247)
6951394,2,1.0,1,34,0,0,24,1,5.487427216,54.88535646,t,2.0,100.0,0,59,97.0,Charlottenburg-Wilm.,13.32447514,52.49374074,0,0,Real Bed,2,1,f,POINT (13.3244751412032 52.49374074381318)
6951576,3,1.0,1,50,10,0,10,2,3.309471348,10.0,t,NaN,NaN,1,4,100.0,Tempelhof - Schöneberg,13.36034048,52.489591,0,1,Real Bed,3,1,f,POINT (13.36034047791338 52.48959100092465)
6952001,2,1.0,1,71,0,450,0,1,1.79080563,58.25996529,t,NaN,NaN,1,6,87.0,Friedrichshain-Kreuzberg,13.39716559,52.48724703,0,1,Real Bed,3,1,f,POINT (13.39716558754202 52.48724702659209)
6954549,1,1.0,1,25,0,0,0,1,2.471490407,39.87691337,t,NaN,NaN,1,1,100.0,Friedrichshain-Kreuzberg,13.37536339,52.48912081,0,0,Futon,1,1,f,POINT (13.37536339096831 52.48912081220821)
6955982,2,1.0,1,40,0,0,0,1,4.235129524,15.0,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.46627778,52.50739505,1,0,Real Bed,1,1,f,POINT (13.46627778249971 52.50739504854337)
6958928,3,2.0,1,70,60,800,0,1,5.892111386,78.64778772,t,NaN,NaN,1,2,100.0,Pankow,13.44960774,52.54798271,0,1,Real Bed,3,1,f,POINT (13.44960773848188 52.54798271321757)
6960091,5,1.0,2,75,0,0,20,3,4.302040501,71.82085614,t,1.0,100.0,1,70,91.0,Neukölln,13.4403236,52.47096464,0,0,Real Bed,2,1,f,POINT (13.44032359662441 52.47096463539452)
6962359,3,1.0,1,70,0,0,0,1,4.476829924,57.33732506,t,NaN,NaN,1,1,100.0,Neukölln,13.43367228,52.46674866,0,0,Real Bed,1,1,f,POINT (13.43367227732657 52.46674866081265)
6962713,2,1.0,1,30,0,300,0,1,3.071078206,21.0,t,NaN,NaN,1,1,100.0,Neukölln,13.43383383,52.48188488,0,1,Real Bed,14,1,f,POINT (13.43383383331554 52.48188487629621)
6963242,2,2.0,1,20,8,200,12,1,4.640824265,15.0,t,1.0,100.0,1,19,88.0,Tempelhof - Schöneberg,13.3757603,52.46479589,0,0,Pull-out Sofa,1,1,f,POINT (13.37576030232503 52.46479589068481)
6963584,1,1.0,1,37,0,100,5,1,3.766113975,10.0,t,NaN,NaN,1,4,95.0,Neukölln,13.44528858,52.47996948,0,1,Real Bed,3,1,f,POINT (13.44528858347964 52.47996948164221)
6963855,2,1.0,1,32,15,0,0,1,3.168416813,45.93918315,t,NaN,NaN,1,4,80.0,Tempelhof - Schöneberg,13.35747397,52.50077249,0,0,Real Bed,3,1,f,POINT (13.35747396674909 52.50077249377694)
6964135,4,1.0,1,75,0,300,9,1,2.150555806,67.29897044,t,2.0,100.0,1,7,91.0,Neukölln,13.42607957,52.48877537,0,1,Real Bed,6,1,f,POINT (13.42607956940028 52.48877537378693)
6968294,2,1.0,1,60,20,0,0,1,3.703340821,55.212348,t,NaN,NaN,1,82,95.0,Friedrichshain-Kreuzberg,13.45719415,52.51099206,0,1,Real Bed,3,1,f,POINT (13.45719414956863 52.51099205993687)
6969430,2,1.0,0,41,10,0,0,1,5.059203572,40.0,t,NaN,NaN,1,35,85.0,Mitte,13.34115704,52.52726843,0,1,Real Bed,5,0,f,POINT (13.34115703618261 52.52726843081447)
6969659,1,1.0,1,45,0,0,0,1,2.326305244,46.23515242,f,NaN,NaN,1,0,NaN,Neukölln,13.42879208,52.48818639,0,0,Real Bed,1,1,f,POINT (13.42879208086886 52.48818639025887)
6970346,4,1.0,2,55,0,0,0,1,3.625832191,55.08671636,t,NaN,NaN,1,7,97.0,Friedrichshain-Kreuzberg,13.44762063,52.52185389,0,1,Real Bed,7,1,f,POINT (13.44762063425488 52.52185389125634)
6976053,2,1.0,1,59,25,150,0,1,3.713905697,56.09365188,t,NaN,NaN,1,5,87.0,Friedrichshain-Kreuzberg,13.45696431,52.51187966,0,1,Real Bed,1,1,f,POINT (13.45696430674439 52.51187965630086)
6977938,2,1.0,1,40,0,0,0,1,3.911905177,46.05611142,t,NaN,NaN,1,0,NaN,Neukölln,13.4301525,52.47135682,3,0,Real Bed,1,1,f,POINT (13.43015250459271 52.47135681660815)
6978384,2,1.0,1,80,35,100,20,4,4.316985867,100.0,t,NaN,NaN,1,5,84.0,Neukölln,13.43934707,52.47040001,0,1,Real Bed,5,0,f,POINT (13.43934706872165 52.47040000521672)
6983064,1,2.0,1,25,0,0,15,1,1.09457291,10.0,t,NaN,NaN,1,8,83.0,Friedrichshain-Kreuzberg,13.41838747,52.49809216,0,0,Real Bed,7,1,f,POINT (13.41838747049053 52.49809215559689)
6985756,3,1.0,1,70,30,150,0,1,4.494088061,61.99352245,t,0.0,100.0,0,34,93.0,Friedrichshain-Kreuzberg,13.46864375,52.51243973,0,1,Real Bed,2,1,f,POINT (13.46864374654625 52.51243973343821)
6987381,2,1.0,1,50,0,0,0,1,5.220254657,48.6347647,t,NaN,NaN,1,2,80.0,Pankow,13.4030085,52.54971932,0,1,Futon,1,1,f,POINT (13.40300850217219 52.54971932354157)
6990044,2,1.0,1,29,15,0,10,2,5.00101984,10.0,t,NaN,NaN,1,5,92.0,Pankow,13.42398656,52.54610621,0,0,Real Bed,2,1,f,POINT (13.42398655916049 52.54610620981435)
6991627,3,1.0,1,39,25,0,0,1,5.27872015,50.69427356,t,0.0,100.0,1,3,100.0,Pankow,13.43288219,52.54691862,0,1,Real Bed,3,1,f,POINT (13.43288218806922 52.54691861621725)
6993853,2,1.0,1,60,15,0,30,1,5.573156151,30.0,t,NaN,NaN,1,1,80.0,Charlottenburg-Wilm.,13.32202365,52.50624632,0,1,Real Bed,1,1,f,POINT (13.32202364982309 52.50624632236678)
6996408,2,1.0,1,51,0,0,0,1,4.095268643,49.43869066,t,0.0,100.0,1,11,98.0,Friedrichshain-Kreuzberg,13.46004439,52.51691408,0,0,Real Bed,4,0,f,POINT (13.46004439283812 52.51691407993728)
6996748,1,1.0,1,40,20,100,0,1,1.26743213,48.23093263,t,NaN,NaN,1,5,96.0,Mitte,13.40401094,52.51417568,0,0,Real Bed,1,1,f,POINT (13.40401093929159 52.51417568079259)
6998058,4,1.0,1,35,20,0,5,2,5.572405523,23.0,t,NaN,NaN,1,2,100.0,Mitte,13.3538589,52.542457,3,0,Real Bed,1,1,f,POINT (13.3538589017703 52.54245700058114)
6998289,2,1.0,1,95,0,0,0,1,1.772816532,64.29778778,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.43031467,52.50186335,0,0,Real Bed,1,1,f,POINT (13.43031466637173 52.50186335284096)
6998605,1,1.0,1,44,50,100,0,1,9.998202758,13.0,t,NaN,NaN,1,7,100.0,Steglitz - Zehlendorf,13.28822987,52.44711851,0,1,Real Bed,60,1,f,POINT (13.28822987042824 52.44711850696083)
6999028,2,1.0,1,35,0,0,12,1,4.439972424,49.95414402,t,2.0,100.0,1,57,93.0,Friedrichshain-Kreuzberg,13.46832951,52.51109523,1,0,Real Bed,1,1,f,POINT (13.46832950781455 52.5110952269785)
6999156,1,1.0,1,35,0,500,0,2,4.0422848,70.0,t,NaN,NaN,1,0,NaN,Neukölln,13.44011376,52.47375338,0,0,Real Bed,100,0,f,POINT (13.44011375536349 52.47375337863181)
6999447,4,1.0,1,65,0,250,15,2,1.702577821,66.60081884,t,NaN,NaN,1,5,76.0,Neukölln,13.42376152,52.49317876,0,1,Real Bed,2,0,f,POINT (13.42376151792937 52.49317875658882)
7003131,6,2.0,2,225,89,500,39,2,4.274971533,140.0,t,0.0,100.0,1,18,99.0,Pankow,13.4189328,52.5401589,0,1,Real Bed,3,1,f,POINT (13.41893280385589 52.54015890177048)
7004356,1,1.0,1,25,0,0,0,1,3.908723182,10.0,t,NaN,NaN,1,2,90.0,Tempelhof - Schöneberg,13.34642436,52.50324167,0,0,Real Bed,2,1,f,POINT (13.34642436009611 52.50324166781096)
7004451,5,1.0,2,95,35,350,0,1,4.820836888,110.0,t,0.0,100.0,1,3,93.0,Neukölln,13.45265262,52.47103036,0,1,Real Bed,2,1,f,POINT (13.45265262457401 52.47103035697979)
7004769,1,1.0,1,22,0,0,0,1,8.686885047,36.2300465,t,NaN,NaN,1,4,90.0,Reinickendorf,13.35336174,52.57452965,0,0,Real Bed,1,1,f,POINT (13.35336174388222 52.57452964829089)
7004828,2,1.0,1,48,25,90,10,1,4.459401667,80.0,t,2.0,75.0,1,7,100.0,Friedrichshain-Kreuzberg,13.46881971,52.51050758,0,0,Real Bed,2,1,f,POINT (13.46881970818158 52.51050758188708)
7005097,2,1.0,1,49,0,150,9,2,3.143016497,53.58060088,t,NaN,NaN,1,6,97.0,Friedrichshain-Kreuzberg,13.44851399,52.51116535,0,1,Real Bed,3,0,f,POINT (13.44851399337005 52.51116534913473)
7006061,2,2.0,2,110,30,1000,20,2,5.895759084,94.76608008,t,2.0,100.0,1,3,90.0,Tempelhof - Schöneberg,13.34307804,52.46499795,0,1,Real Bed,60,1,f,POINT (13.34307804231358 52.46499795412637)
7008379,8,1.0,4,140,0,100,0,1,6.087726171,89.47889967,t,NaN,NaN,1,5,96.0,Mitte,13.32452158,52.52823833,25,1,Real Bed,2,1,f,POINT (13.32452158132707 52.52823832796809)
7011990,2,1.0,1,50,45,100,10,1,3.157486141,45.0,t,0.0,100.0,1,105,92.0,Treptow - Köpenick,13.44678311,52.49123724,0,1,Real Bed,2,1,f,POINT (13.44678310745491 52.49123724483795)
7018939,2,2.0,1,120,25,400,25,1,2.402461136,99.49367063,t,NaN,NaN,1,1,100.0,Friedrichshain-Kreuzberg,13.3793608,52.48732709,0,1,Real Bed,2,0,f,POINT (13.37936079566973 52.48732709406595)
7021010,2,1.0,1,65,0,0,0,1,4.874422617,100.0,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.47369359,52.51421961,0,0,Real Bed,1,1,f,POINT (13.47369358587834 52.51421961493806)
7021032,4,2.0,1,85,50,500,0,1,4.010909971,250.0,t,NaN,NaN,1,1,80.0,Pankow,13.41957094,52.53760961,1,1,Real Bed,7,1,f,POINT (13.41957093714393 52.53760960620205)
7022575,1,1.0,1,20,50,0,0,1,4.086745712,44.52688179,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.46356473,52.50938452,0,0,Real Bed,3,1,f,POINT (13.46356472897539 52.50938451740864)
7023017,3,1.0,0,50,25,350,25,2,1.061686893,15.0,t,NaN,NaN,1,2,100.0,Mitte,13.41886864,52.50610608,0,1,Real Bed,4,1,f,POINT (13.41886863974199 52.50610608009031)
7024865,4,1.0,1,63,36,300,0,2,3.206362171,60.0,t,NaN,NaN,0,27,95.0,Tempelhof - Schöneberg,13.35793305,52.49650751,0,1,Real Bed,9,1,f,POINT (13.35793304799084 52.49650750762759)
7027446,4,1.0,1,50,0,200,10,2,5.604025015,96.0,t,NaN,NaN,1,3,93.0,Charlottenburg-Wilm.,13.32237586,52.49498718,0,1,Real Bed,4,1,f,POINT (13.32237585721486 52.49498717890004)
7028794,3,1.0,2,36,25,0,8,1,1.432057816,55.24007415,t,1.0,78.0,1,2,90.0,Friedrichshain-Kreuzberg,13.40862646,52.49018848,0,1,Real Bed,7,1,f,POINT (13.40862645829848 52.49018847790521)
7028955,4,2.0,2,250,50,200,0,1,0.946714408,150.0,t,NaN,NaN,1,29,100.0,Mitte,13.39819123,52.51047584,2,1,Real Bed,4,1,f,POINT (13.39819123101215 52.51047584274283)
7030783,4,1.0,2,75,150,2000,15,2,4.741408794,95.14897938,t,2.0,83.0,1,3,80.0,Pankow,13.41320938,52.54506181,0,1,Real Bed,62,1,f,POINT (13.4132093821887 52.54506181361236)
7031789,2,1.0,0,32,150,950,15,1,4.185785449,40.0,t,2.0,83.0,1,1,100.0,Pankow,13.41536202,52.53979994,0,1,Real Bed,61,0,f,POINT (13.41536201694396 52.53979993954555)
7033552,6,1.0,3,60,0,150,10,4,6.468122404,10.0,t,NaN,NaN,1,1,100.0,Lichtenberg,13.49968055,52.50460988,0,1,Real Bed,3,1,f,POINT (13.49968055497868 52.50460988311458)
7033570,2,1.0,1,30,30,200,0,1,6.294701865,20.0,t,NaN,NaN,1,5,100.0,Charlottenburg-Wilm.,13.32065727,52.47789663,0,0,Real Bed,2,1,f,POINT (13.32065727053697 52.4778966269479)
7035765,4,1.0,2,90,0,0,0,1,3.429562579,120.0,t,NaN,NaN,1,1,100.0,Pankow,13.40847819,52.53350876,0,1,Real Bed,10,1,f,POINT (13.40847818650735 52.53350876418965)
7039990,2,1.0,1,45,5,0,0,1,5.354812294,47.69508827,t,NaN,NaN,1,7,97.0,Pankow,13.42797609,52.54870438,0,0,Real Bed,3,1,f,POINT (13.42797609116048 52.54870438318319)
7044389,2,1.0,1,69,19,0,0,1,0.8967555,59.12699479,t,2.0,100.0,1,5,100.0,Friedrichshain-Kreuzberg,13.41741469,52.50285147,8,0,Real Bed,5,0,f,POINT (13.41741468803569 52.50285147004561)
7044546,2,1.0,1,82,0,1000,0,1,2.756600441,63.16515109,t,1.0,100.0,1,5,100.0,Mitte,13.4069404,52.52751094,0,1,Real Bed,30,1,f,POINT (13.4069403982555 52.52751093628719)
7044812,2,1.0,1,25,0,100,0,1,4.519231975,41.40939521,t,NaN,NaN,1,0,NaN,Pankow,13.41874526,52.54244038,3,1,Real Bed,1,1,f,POINT (13.41874525856193 52.54244037507379)
7044917,2,1.0,1,80,0,0,0,1,5.068061466,58.14360556,t,NaN,NaN,1,2,100.0,Pankow,13.40432736,52.5483558,0,1,Real Bed,2,1,f,POINT (13.40432736416123 52.54835580251709)
7045319,2,1.0,1,40,10,600,10,1,6.269870449,65.0,t,0.0,100.0,1,4,95.0,Lichtenberg,13.49515265,52.51339007,0,0,Real Bed,6,0,f,POINT (13.49515264674952 52.51339006774322)
7047049,2,1.5,1,20,15,0,0,1,8.42808838,45.3275776,t,NaN,NaN,1,1,100.0,Charlottenburg-Wilm.,13.28240426,52.51869128,0,0,Real Bed,30,1,f,POINT (13.28240426262716 52.51869128484248)
7048411,1,1.0,1,40,0,0,0,1,2.718530784,44.49082621,t,1.0,90.0,1,66,90.0,Mitte,13.38069241,52.52261783,11,0,Real Bed,1,1,f,POINT (13.38069241494458 52.5226178349924)
7049891,2,1.0,1,28,0,0,0,1,5.663180447,17.0,t,NaN,NaN,1,1,100.0,Pankow,13.42347433,52.55233485,0,0,Pull-out Sofa,1,1,f,POINT (13.42347432715993 52.55233484641989)
7050004,4,1.0,1,45,20,0,10,1,2.704888257,59.84474048,t,2.0,100.0,1,4,100.0,Friedrichshain-Kreuzberg,13.44331614,52.49790471,0,0,Real Bed,7,1,f,POINT (13.44331614036101 52.49790470535535)
7050498,2,1.0,1,28,0,100,0,1,5.022477873,30.0,t,NaN,NaN,1,10,88.0,Charlottenburg-Wilm.,13.33587195,52.48513717,0,0,Real Bed,2,1,f,POINT (13.33587195121516 52.48513716849722)
7055034,1,1.0,1,23,15,100,0,1,4.398743523,40.82591199,t,2.0,75.0,1,8,94.0,Friedrichshain-Kreuzberg,13.4653669,52.51609918,0,0,Real Bed,2,1,f,POINT (13.46536690408046 52.51609918010493)
7056991,2,1.0,1,32,25,200,10,1,5.753925161,20.0,t,2.0,100.0,1,13,98.0,Tempelhof - Schöneberg,13.3420483,52.46746903,0,0,Real Bed,2,1,f,POINT (13.34204830350451 52.46746902523548)
7058758,3,1.0,1,40,0,0,0,1,4.691418572,200.0,t,NaN,NaN,1,1,80.0,Neukölln,13.45329367,52.47302596,0,0,Real Bed,1,1,f,POINT (13.45329366819357 52.47302595623257)
7060208,2,1.0,1,60,0,0,0,1,3.726028816,52.43204397,t,NaN,NaN,1,17,99.0,Friedrichshain-Kreuzberg,13.45004172,52.5213078,0,1,Real Bed,9,1,f,POINT (13.45004171625374 52.52130779976419)
7061307,2,1.0,1,39,0,0,10,1,4.297704983,50.32478942,t,NaN,NaN,1,2,90.0,Friedrichshain-Kreuzberg,13.46667238,52.50958635,0,0,Real Bed,1,1,f,POINT (13.4666723832677 52.5095863477985)
7061818,3,1.0,1,90,10,300,10,1,4.466984163,70.78921007,t,NaN,NaN,1,10,94.0,Friedrichshain-Kreuzberg,13.46610167,52.51666641,0,1,Real Bed,7,1,f,POINT (13.46610167378935 52.51666641402714)
7062349,4,1.0,1,100,80,0,0,1,3.661630486,43.0,t,0.0,100.0,1,26,82.0,Pankow,13.41664457,52.53482027,0,1,Real Bed,1,1,f,POINT (13.41664457268253 52.53482027199642)
7066914,2,1.0,1,25,20,100,10,1,5.040304046,10.0,t,NaN,NaN,1,0,NaN,Lichtenberg,13.47858095,52.50447193,0,0,Real Bed,2,1,f,POINT (13.47858095215175 52.50447192724671)
7068784,2,1.0,1,47,30,350,37,2,5.025281912,10.0,t,NaN,NaN,1,3,93.0,Lichtenberg,13.47833572,52.50078507,0,1,Real Bed,5,0,f,POINT (13.47833572056093 52.50078507111292)
7069572,5,1.0,4,120,50,150,25,6,4.013369692,94.6728394,t,NaN,NaN,1,16,95.0,Friedrichshain-Kreuzberg,13.45661755,52.51962114,1,1,Real Bed,3,1,f,POINT (13.45661754809341 52.51962114099103)
7071434,2,1.0,1,70,30,500,0,1,4.498586066,10.0,t,NaN,NaN,1,10,94.0,Friedrichshain-Kreuzberg,13.4682993,52.5134112,0,1,Real Bed,2,1,f,POINT (13.46829930273421 52.51341119580147)
7080212,1,1.0,1,25,20,300,0,1,4.127911557,42.94318807,t,NaN,NaN,1,2,100.0,Mitte,13.39898198,52.53976666,0,0,Real Bed,3,1,f,POINT (13.39898197733157 52.5397666621009)
7081785,2,1.0,1,40,0,100,5,1,2.711129432,49.29252694,t,NaN,NaN,1,208,92.0,Tempelhof - Schöneberg,13.3688385,52.49129388,0,0,Real Bed,2,0,f,POINT (13.36883849698947 52.49129388049633)
7082209,2,1.0,1,50,0,1000,0,1,4.354194397,20.0,t,NaN,NaN,1,0,NaN,Treptow - Köpenick,13.46258523,52.48639716,0,0,Real Bed,1,1,f,POINT (13.46258522566719 52.48639716040154)
7088914,3,1.0,1,69,0,0,0,1,3.007226278,60.0,t,NaN,NaN,1,2,100.0,Neukölln,13.42522656,52.4789665,0,1,Real Bed,1,1,f,POINT (13.42522656297422 52.47896649995429)
7089610,2,1.0,1,89,0,0,0,1,4.126065712,61.38600668,t,2.0,100.0,1,27,97.0,Pankow,13.41815751,52.53889461,2,1,Real Bed,2,1,f,POINT (13.41815751178043 52.53889460914687)
7089745,6,1.0,3,90,0,0,0,1,3.392147143,70.38965089,t,NaN,NaN,1,1,100.0,Friedrichshain-Kreuzberg,13.45348314,52.5082128,0,1,Real Bed,3,1,f,POINT (13.45348314389104 52.50821279518494)
7091533,2,1.0,1,20,10,0,15,1,6.531361382,47.13400271,t,NaN,NaN,1,1,100.0,Pankow,13.4554029,52.55256238,6,0,Real Bed,1,1,f,POINT (13.45540290321097 52.55256238445383)
7091670,2,1.0,1,28,0,0,0,1,4.913156297,41.8436783,t,NaN,NaN,1,0,NaN,Pankow,13.41684198,52.5462846,0,0,Real Bed,3,1,f,POINT (13.41684198181962 52.54628459813062)
7092013,2,1.0,1,69,0,0,0,1,4.135914335,55.08661515,t,2.0,80.0,1,23,96.0,Pankow,13.4231238,52.53813909,0,1,Real Bed,2,1,f,POINT (13.42312380358635 52.538139086588)
7092302,2,1.0,1,42,0,0,0,1,4.203070588,46.55901673,t,NaN,NaN,1,2,90.0,Neukölln,13.42238785,52.46664411,1,0,Real Bed,1,1,f,POINT (13.42238785492392 52.46664410867773)
7092592,2,1.0,1,45,30,350,15,1,1.906867149,10.0,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.42223477,52.4896218,0,1,Real Bed,10,1,f,POINT (13.42223476869185 52.48962179981863)
7093974,2,1.0,1,25,0,0,0,1,2.678632712,41.87103561,t,1.0,100.0,1,1,100.0,Neukölln,13.42817336,52.48362948,0,0,Real Bed,15,1,f,POINT (13.42817335612226 52.4836294758371)
7096507,4,1.0,1,32,15,0,12,2,6.982871085,22.0,t,NaN,NaN,1,120,94.0,Mitte,13.34539743,52.5544048,0,0,Futon,1,1,f,POINT (13.34539742960336 52.55440480495746)
7097952,2,1.0,1,37,20,120,20,1,5.678561885,20.0,t,NaN,NaN,1,6,97.0,Mitte,13.35164751,52.54261318,0,1,Real Bed,2,1,f,POINT (13.35164750581064 52.54261318122365)
7098449,2,1.0,1,25,15,0,5,1,3.424777888,46.00001728,t,NaN,NaN,1,12,98.0,Neukölln,13.44397918,52.48377664,0,0,Real Bed,3,1,f,POINT (13.44397918195267 52.48377664185011)
7099405,2,1.0,1,23,5,0,5,1,4.841173695,43.36940462,t,NaN,NaN,1,5,88.0,Mitte,13.35230484,52.53277072,0,0,Real Bed,1,1,f,POINT (13.35230483838217 52.53277072362313)
7101403,4,1.0,1,35,10,0,17,1,4.962075551,57.65632,t,0.0,100.0,1,24,92.0,Tempelhof - Schöneberg,13.37550547,52.46170818,0,0,Real Bed,2,1,f,POINT (13.37550546580579 52.4617081784132)
7101657,2,1.5,1,45,30,200,15,1,4.356758708,10.0,t,0.0,100.0,1,72,91.0,Friedrichshain-Kreuzberg,13.46210357,52.51986151,0,1,Real Bed,6,1,f,POINT (13.46210356510738 52.51986151223844)
7106576,1,2.0,1,25,0,0,0,1,7.30315886,25.0,t,NaN,NaN,1,0,NaN,Steglitz - Zehlendorf,13.32274268,52.45971223,0,0,Real Bed,1,1,f,POINT (13.32274268044461 52.45971223000023)
7107095,2,1.0,1,56,15,0,15,2,1.19205198,55.0,t,NaN,NaN,1,7,97.0,Friedrichshain-Kreuzberg,13.38690587,52.50065108,0,1,Real Bed,3,1,f,POINT (13.38690586852407 52.50065108287492)
7107176,2,1.0,1,50,25,500,5,1,3.518601686,100.0,t,NaN,NaN,1,21,100.0,Mitte,13.39577825,52.53400689,0,0,Real Bed,3,0,f,POINT (13.39577825302612 52.53400689164639)
7107468,2,1.0,1,50,0,0,0,1,3.091315667,16.0,t,NaN,NaN,1,8,91.0,Mitte,13.4016227,52.53053549,0,0,Real Bed,3,0,f,POINT (13.4016227030623 52.53053549479775)
7110739,3,1.0,1,45,0,0,12,1,4.211393306,55.28528279,t,2.0,100.0,1,11,80.0,Friedrichshain-Kreuzberg,13.46508837,52.51048617,0,0,Real Bed,1,1,f,POINT (13.46508837288045 52.51048617021686)
7111745,2,1.0,1,42,0,0,0,1,4.580867091,10.0,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.46595289,52.51960465,0,0,Real Bed,1,1,f,POINT (13.46595289429486 52.51960464512599)
